Activation log on 2014-December-10 (SIM cards activated)
089190136----[Mr Aaron Stewart](24/Jun/1971)(gqmvfv@live.com)(10 Simmons Street, Box Hill North, VIC 3129)(Tertiary education ID: 5350809)(Plan: FreedomNightsBonus)
089190250----[Mr Robbie Elliott](5/Feb/1991)(gqnyvv@yahoo.com.au)(4 Morley Crescent, Highett, VIC 3190)(Tertiary education ID: 8308298)(Plan: FreedomNightsBonus)
089190243----[Mr Rodney James](14/Feb/1975)(bjgkjr@126.com)(31 Hillview Drive, Kilsyth, VIC 3137)(Tertiary education ID: 4078664)(Plan: FreedomNightsBonus)
089190235----[Mr Ron Mc Donell](11/Aug/1970)(re4ovd@qq.com)(10 Olivia Way, Hastings, VIC 3915)(Tertiary education ID: 5350943)(Plan: FreedomNightsBonus)
089197610----[Mr Rosie Browne](4/Nov/1977)(jusfws@bigpond.com)(5 Leake Court, Altona Meadows, VIC 3028)(Tertiary education ID: 6159994)(Plan: FreedomNightsBonus)
089190227----[Mr Ross Carter](18/Jun/1993)(oazvqf@126.com)(491 Springhill Road, Spring Hill, VIC 3444)(Tertiary education ID: 2761123)(Plan: FreedomNightsBonus)
089190219----[Mr Ruth Drennan](4/Oct/1988)(wgotwq@163.com)(57 Woodville Street, Balwyn North, VIC 3104)(Tertiary education ID: 1449656)(Plan: FreedomNightsBonus)
089190201----[Mr Ruth Moniz Silva](6/Jul/1994)(dh3b1i@bigpond.com)(10 Olivia Way, Hastings, VIC 3915)(Tertiary education ID: 226661)(Plan: FreedomNightsBonus)
089190193----[Mr Samantha Barquero](17/Jul/1994)(y8bpwx@bigpond.com)(88 Robertson Street, Morwell, VIC 3840)(Tertiary education ID: 4295713)(Plan: FreedomNightsBonus)
089190508----[Mr Sandy Reynolds](20/Jul/1983)(nry0fx@yahoo.com.au)(49A Grange Road, Caulfield East, VIC 3145)(Tertiary education ID: 4598942)(Plan: FreedomNightsBonus)
089197578----[Mr Shahn Sadler](4/Aug/1971)(gsdps6@bigpond.com)(24 Platypus Drive, Mt Clear, VIC 3350)(Tertiary education ID: 4370596)(Plan: FreedomNightsBonus)
089190482----[Mr Shannon Thompson](15/Oct/1984)(wh0yz2@163.com)(3 Saxon Court, Oakleigh, VIC 3166)(Tertiary education ID: 485552)(Plan: FreedomNightsBonus)
089190441----[Mr Sharon Mcmanus](7/Nov/1985)(jrfrmt@live.com)(105 Station Street, Burwood, VIC 3125)(Tertiary education ID: 7995536)(Plan: FreedomNightsBonus)
089190144----[Mr Shaun Li](4/Nov/1974)(y37pig@126.com)(23 Cirai Crescent, Cranbourne West, VIC 3977)(Tertiary education ID: 334388)(Plan: FreedomNightsBonus)
089197776----[Mr Shaun Beck](14/Oct/1993)(f5ycyf@163.com)(7 Ambrose Court, Berwick, VIC 3806)(Tertiary education ID: 2386073)(Plan: FreedomNightsBonus)
089197685----[Mr Shilpa Vashisht](11/Nov/1973)(ojihny@gmail.com)(88 Robertson Street, Morwell, VIC 3840)(Tertiary education ID: 7917247)(Plan: FreedomNightsBonus)
089197768----[Mr Simon Bunde](1/Sep/1990)(fbf5ti@163.com)(3 Tuttawatta Road, Selby, VIC 3159)(Tertiary education ID: 5504992)(Plan: FreedomNightsBonus)
089197750----[Mr Steven Abrahams](5/Mar/1985)(x2a10m@bigpond.com)(15 Blue Wren Rise, Carrum Downs, VIC 3201)(Tertiary education ID: 967231)(Plan: FreedomNightsBonus)
089190391----[Mr Sue Johnson](12/Jun/1971)(xl8pzj@live.com)(487 Mt Alexander Road, Moonee Ponds, VIC 3039)(Tertiary education ID: 4709307)(Plan: FreedomNightsBonus)
089197545----[Mr Sue Matthews](7/Sep/1985)(eo24km@live.com)(4 Morley Crescent, Highett, VIC 3190)(Tertiary education ID: 6107368)(Plan: FreedomNightsBonus)
8000010685172----[Mr Suneela Deo](16/Mar/1983)(gh6kxb@sohu.com)(15 Midnight Rise, Cranbourne East, VIC 3977)(Tertiary education ID: 2473288)(Plan: FreedomNightsBonus)
089197537----[Mr Susanne Pringle](4/Jul/1994)(uujyh0@qq.com)(19 Petre Avenue, Altona Meadows, VIC 3028)(Tertiary education ID: 4910977)(Plan: FreedomNightsBonus)
089197529----[Mr Sven Pedersen](3/Sep/1992)(vazidb@hotmail.com)(124 Keon Street, Thornbury, VIC 3071)(Tertiary education ID: 1968980)(Plan: FreedomNightsBonus)
089197727----[Mr Tammy Vogler](7/Feb/1978)(bz7whx@live.com)(33 Orchard Crescent, Mont Albert North, VIC 3129)(Tertiary education ID: 1730516)(Plan: FreedomNightsBonus)
089197933----[Mr Tania Murray](5/Sep/1970)(vmills@bigpond.com)(19 Salisbury Road, Ashwood, VIC 3147)(Tertiary education ID: 6014406)(Plan: FreedomNightsBonus)
089197925----[Mr Tanzilla Rahim](7/Aug/1971)(r7bpiz@126.com)(17 Aspera Way, Kangaroo Flat, VIC 3555)(Tertiary education ID: 7088451)(Plan: FreedomNightsBonus)
089197917----[Mr Tara Hilet](17/Jun/1984)(jwlaer@gmail.com)(865 High Street Road, Glen Waverley, VIC 3150)(Tertiary education ID: 6537159)(Plan: FreedomNightsBonus)
089197552----[Mr Tayla Somers](20/Mar/1971)(tnb2zz@live.com)(865 High Street Road, Glen Waverley, VIC 3150)(Tertiary education ID: 982386)(Plan: FreedomNightsBonus)
089197909----[Mr Terry Monaghan](27/Mar/1977)(evjs3l@live.com)(9 Miller Street, Thornbury, VIC 3071)(Tertiary education ID: 3937785)(Plan: FreedomNightsBonus)
089197966----[Mr Theo Nicopoulos](23/Feb/1986)(n5j4hj@bigpond.com)(21 Glendale Court, Kilsyth, VIC 3137)(Tertiary education ID: 7333240)(Plan: FreedomNightsBonus)
089197958----[Mr Tim Johnsen](19/Mar/1984)(xy5imq@live.com)(17 St Laurent Rise, Knoxfield, VIC 3180)(Tertiary education ID: 2302411)(Plan: FreedomNightsBonus)
089197941----[Mr Torrance Drummond](11/Jul/1985)(ch1ius@qq.com)(208 Princes Street, Traralgon, VIC 3844)(Tertiary education ID: 8149467)(Plan: FreedomNightsBonus)
089198006----[Mr Treasure Hair Beauty](2/Jun/1971)(y7ptwc@gmail.com)(1 Arwon Court, New Gisborne, VIC 3438)(Tertiary education ID: 1422537)(Plan: FreedomNightsBonus)
089197982----[Mr Trevor Gordon](8/Oct/1985)(k2l6di@yeah.net)(13 School Road, Ferny Creek, VIC 3786)(Tertiary education ID: 7855418)(Plan: FreedomNightsBonus)
089197974----[Mr Trinette Kelly](21/Sep/1980)(lsew0n@hotmail.com)(57 Woodville Street, Balwyn North, VIC 3104)(Tertiary education ID: 8846304)(Plan: FreedomNightsBonus)
089197883----[Mr Vicki Bassanelli](10/Feb/1995)(apto4x@sohu.com)(525 Kings Road, Taylors Lakes, VIC 3038)(Tertiary education ID: 7970919)(Plan: FreedomNightsBonus)
089197735----[Mr Vittoria Demarte](26/Feb/1993)(xyx2rr@bigpond.com)(44 Carlisle Street, St Kilda, VIC 3182)(Tertiary education ID: 4363121)(Plan: FreedomNightsBonus)
089197891----[Mr Wendi Pruha](15/Sep/1987)(usn7lg@yeah.net)(15 Midnight Rise, Cranbourne East, VIC 3977)(Tertiary education ID: 4749244)(Plan: FreedomNightsBonus)
089197990----[Mr Wendy Hilton](2/Jul/1990)(cxe0nh@bigpond.com)(31 Hillview Drive, Kilsyth, VIC 3137)(Tertiary education ID: 8206243)(Plan: FreedomNightsBonus)
089197784----[Mr Wimmera Software Development](7/Jun/1978)(qdkrvf@live.com)(100 Durham Road, Surrey Hills, VIC 3127)(Tertiary education ID: 2565080)(Plan: FreedomNightsBonus)
089197818----[Mr Yin Min Aye](21/Apr/1981)(ifdpd7@sohu.com)(15 Midnight Rise, Cranbourne East, VIC 3977)(Tertiary education ID: 6030305)(Plan: FreedomNightsBonus)
089197800----[Mr Young Choi](15/Mar/1994)(dtwc1o@126.com)(13 School Road, Ferny Creek, VIC 3786)(Tertiary education ID: 7391288)(Plan: FreedomNightsBonus)
089197792----[Mr Zeina Baz](11/Apr/1983)(j02xjn@163.com)(13 School Road, Ferny Creek, VIC 3786)(Tertiary education ID: 3208143)(Plan: FreedomNightsBonus)
089197743----[Mr Zena Junek](6/Apr/1991)(ie3h7l@live.com)(68 Bellfield Drive, Craigieburn, VIC 3064)(Tertiary education ID: 2977610)(Plan: FreedomNightsBonus)
089197859----[Mr Amanda Park](2/May/1992)(o8gx14@sohu.com)(104 Shaftsbury Street, Coburg, VIC 3058)(Tertiary education ID: 3909294)(Plan: FreedomNightsBonus)
089197842----[Mr Anne Abela](10/Mar/1981)(p7l6n5@126.com)(491 Springhill Road, Spring Hill, VIC 3444)(Tertiary education ID: 725819)(Plan: FreedomNightsBonus)
089197628----[Mr Annie Barr](26/Jul/1977)(wp4sdy@126.com)(75 Almurta Avenue, Coolaroo, VIC 3048)(Tertiary education ID: 3627761)(Plan: FreedomNightsBonus)
089197834----[Mr Connie Rothery](9/Jan/1985)(srmb14@sohu.com)(19 Salisbury Road, Ashwood, VIC 3147)(Tertiary education ID: 8389625)(Plan: FreedomNightsBonus)
089197826----[Mr Kathy Ward](27/May/1983)(cfxqrv@qq.com)(100 Durham Road, Surrey Hills, VIC 3127)(Tertiary education ID: 566112)(Plan: FreedomNightsBonus)
089197560----[Mr Lawrence Lin](22/Feb/1991)(swip7p@sohu.com)(18 Boxtree Road, Montrose, VIC 3765)(Tertiary education ID: 7775151)(Plan: FreedomNightsBonus)
088227343----[Mr Adam Goebel](6/Sep/1978)(fctt6z@sohu.com)(865 High Street Road, Glen Waverley, VIC 3150)(Tertiary education ID: 4444379)(Plan: FreedomNightsBonus)
088227335----[Mr Adam Wagemakers](11/Jan/1972)(f6furf@yeah.net)(21 Jamboree Avenue, Frankston South, VIC 3199)(Tertiary education ID: 5505635)(Plan: FreedomNightsBonus)
088227327----[Mr Adrian Vincenzo](19/Jan/1971)(hluuw2@yeah.net)(7 Ambrose Court, Berwick, VIC 3806)(Tertiary education ID: 4663844)(Plan: FreedomNightsBonus)
088227319----[Mr Aida Naderi](22/Jul/1992)(tg37kb@yahoo.com.au)(487 Mt Alexander Road, Moonee Ponds, VIC 3039)(Tertiary education ID: 6584680)(Plan: FreedomNightsBonus)
088227509----[Mr Alexander Rexstraw](25/Aug/1981)(aajvon@yahoo.com.au)(5 Toorak Court, Greensborough, VIC 3088)(Tertiary education ID: 5236693)(Plan: FreedomNightsBonus)
Activation log on 2014-December-15 (SIM cards activated)
088227491----[Mr Alfiani Eustace](2014-12-15 10:00:05)(20/Jun/1993)(ohmp0b@126.com)(105 Station Street, Burwood, VIC 3125)(Tertiary education ID: 7237157)(Plan: FreedomNightsBonus)
088227483----[Mr Alyce Carhart](2014-12-15 10:02:23)(12/Jul/1980)(w3j56d@gmail.com)(128 Easey Street, Collingwood, VIC 3066)(Tertiary education ID: 6132608)(Plan: FreedomNightsBonus)
088227475----[Mr Amanda Patrick](2014-12-15 10:03:28)(2/Feb/1983)(s26c2q@yeah.net)(13A Hillcrest Avenue, Ferntree Gully, VIC 3156)(Tertiary education ID: 71711)(Plan: FreedomNightsBonus)
088227467----[Mr Amandeep Singh](2014-12-15 10:05:11)(9/Jun/1990)(s6zwmd@hotmail.com)(4 Nature Park Rise, Yarra Junction, VIC 3797)(Tertiary education ID: 8802630)(Plan: FreedomNightsBonus)
088227459----[Mr Amy Guest](2014-12-15 10:06:20)(6/Jan/1974)(j0l178@qq.com)(7 Ambrose Court, Berwick, VIC 3806)(Tertiary education ID: 5440868)(Plan: FreedomNightsBonus)
088227442----[Mr Anan Sirimanotham](2014-12-15 10:07:51)(1/Nov/1982)(m4366s@126.com)(26 Vista Drive, Keilor East, VIC 3033)(Tertiary education ID: 2936572)(Plan: FreedomNightsBonus)
088227434----[Mr Andrew Wilkin](2014-12-15 10:08:45)(24/Jul/1992)(xjn4rt@live.com)(1 Arwon Court, New Gisborne, VIC 3438)(Tertiary education ID: 7739680)(Plan: FreedomNightsBonus)
088227426----[Mr Andry Gunawan](2014-12-15 10:09:35)(2/May/1992)(kex8qr@126.com)(19A Wilson Street, Brighton, VIC 3186)(Tertiary education ID: 8998269)(Plan: FreedomNightsBonus)
088227285----[Mr Ashley Sargent](2014-12-15 10:11:34)(17/Apr/1992)(npazbc@yahoo.com.au)(19 Petre Avenue, Altona Meadows, VIC 3028)(Tertiary education ID: 8999374)(Plan: FreedomNightsBonus)
089194542----[Mr Belinda Mcdonnell](2014-12-15 10:12:39)(27/Jul/1990)(j8wu2d@bigpond.com)(11 Greenwood Street, Newcomb, VIC 3219)(Tertiary education ID: 4247522)(Plan: FreedomNightsBonus)
088227277----[Mr Benita Torrance](2014-12-15 10:14:07)(15/Aug/1970)(hsvibe@sohu.com)(3 Saxon Court, Oakleigh, VIC 3166)(Tertiary education ID: 3844690)(Plan: FreedomNightsBonus)
089194658----[Mr Boris Cucanic](2014-12-15 10:15:34)(7/Sep/1976)(yvi51y@gmail.com)(13A Hillcrest Avenue, Ferntree Gully, VIC 3156)(Tertiary education ID: 4585777)(Plan: FreedomNightsBonus)
089194666----[Mr Brett Nolan](2014-12-15 10:16:29)(16/Feb/1992)(gw2tv6@qq.com)(63 Myers Road, Bittern, VIC 3918)(Tertiary education ID: 3295817)(Plan: FreedomNightsBonus)
088227269----[Mr Brittney Johnston](2014-12-15 10:17:23)(4/Apr/1978)(oe42z2@qq.com)(19 Salisbury Road, Ashwood, VIC 3147)(Tertiary education ID: 2146031)(Plan: FreedomNightsBonus)
088227251----[Mr Brooke Dodds](2014-12-15 10:18:18)(5/May/1990)(gf1167@163.com)(4 Nature Park Rise, Yarra Junction, VIC 3797)(Tertiary education ID: 2378228)(Plan: FreedomNightsBonus)
088227244----[Mr Busra Unal](2014-12-15 10:19:11)(15/Jul/1988)(e1yytx@gmail.com)(5 Leake Court, Altona Meadows, VIC 3028)(Tertiary education ID: 8540576)(Plan: FreedomNightsBonus)
088227236----[Mr Cameron Ley](2014-12-15 10:20:00)(20/Jun/1971)(s3bywv@126.com)(55 Mitchell Street, Maribyrnong, VIC 3032)(Tertiary education ID: 3437862)(Plan: FreedomNightsBonus)
089194534----[Mr Carole Safstrom](2014-12-15 10:21:01)(20/Apr/1995)(t857y0@hotmail.com)(1 Arwon Court, New Gisborne, VIC 3438)(Tertiary education ID: 5936105)(Plan: FreedomNightsBonus)
088227228----[Mr Carolyn Hupfield](2014-12-15 10:21:52)(1/Jan/1993)(o2k8v8@bigpond.com)(13 Dawayne Street, Burwood East, VIC 3151)(Tertiary education ID: 356440)(Plan: FreedomNightsBonus)
088227202----[Mr Cheryl Byrn](2014-12-15 10:22:42)(4/Mar/1991)(s6ivko@126.com)(626 Victoria Street, North Melbourne, VIC 3051)(Tertiary education ID: 7450072)(Plan: FreedomNightsBonus)
088227194----[Mr Chris Maddern](2014-12-15 10:23:32)(24/Sep/1987)(c1jl7a@hotmail.com)(32 Long Street, Langwarrin, VIC 3910)(Tertiary education ID: 5942860)(Plan: FreedomNightsBonus)
088227079----[Mr Christy Harris](2014-12-15 10:24:24)(26/Oct/1995)(evmuqk@gmail.com)(626 Victoria Street, North Melbourne, VIC 3051)(Tertiary education ID: 1502063)(Plan: FreedomNightsBonus)
088227392----[Mr Clive Thomas](2014-12-15 10:49:46)(26/Apr/1983)(k4d1ha@yeah.net)(5 Leake Court, Altona Meadows, VIC 3028)(Tertiary education ID: 4716218)(Plan: FreedomNightsBonus)
088227384----[Mr Craig Smith](2014-12-15 10:50:38)(19/Feb/1982)(cz3v7l@hotmail.com)(17 Aspera Way, Kangaroo Flat, VIC 3555)(Tertiary education ID: 6170399)(Plan: FreedomNightsBonus)
088227376----[Mr Dave White](2014-12-15 10:52:12)(15/Apr/1970)(xctblz@qq.com)(83 Nunns Road, Mornington, VIC 3931)(Tertiary education ID: 1699817)(Plan: FreedomNightsBonus)
088227400----[Mr David Lilja](2014-12-15 10:53:48)(12/Mar/1970)(u2nhhc@sohu.com)(10 Simmons Street, Box Hill North, VIC 3129)(Tertiary education ID: 3613556)(Plan: FreedomNightsBonus)
088227012----[Mr Deanne Ogilvie](2014-12-15 10:54:39)(8/Feb/1994)(ygec3q@gmail.com)(10 Simmons Street, Box Hill North, VIC 3129)(Tertiary education ID: 5760857)(Plan: FreedomNightsBonus)
088227418----[Mr Didi Meier](2014-12-15 10:55:34)(12/Jan/1973)(c4jlcf@bigpond.com)(844 Pascoe Vale Road, Glenroy, VIC 3046)(Tertiary education ID: 7199541)(Plan: FreedomNightsBonus)
089194989----[Mr Don Leanage](2014-12-15 10:56:52)(14/Jun/1977)(hr3mrn@sohu.com)(491 Springhill Road, Spring Hill, VIC 3444)(Tertiary education ID: 2650261)(Plan: FreedomNightsBonus)
089194971----[Mr Ebony Cvirn](2014-12-15 10:57:43)(16/May/1972)(t0jfdw@hotmail.com)(3A Thornton Crescent, Mitcham, VIC 3132)(Tertiary education ID: 5608095)(Plan: FreedomNightsBonus)
088227087----[Mr Elizabeth Greenhalgh](2014-12-15 10:58:39)(16/Jul/1995)(k06vwa@live.com)(491 Springhill Road, Spring Hill, VIC 3444)(Tertiary education ID: 2688094)(Plan: FreedomNightsBonus)
088227095----[Mr Emily Newton](2014-12-15 10:59:39)(18/Feb/1974)(xpa7gn@sohu.com)(100 Durham Road, Surrey Hills, VIC 3127)(Tertiary education ID: 786574)(Plan: FreedomNightsBonus)
088227103----[Mr Erica Bull](2014-12-15 11:00:29)(20/Aug/1970)(phkiew@hotmail.com)(23 Calder Highway, Diggers Rest, VIC 3427)(Tertiary education ID: 3518801)(Plan: FreedomNightsBonus)
088227160----[Mr Fadi Slaiwa](2014-12-15 11:01:26)(26/Jun/1986)(utm7p7@live.com)(5 Michael Avenue, Glen Waverley, VIC 3150)(Tertiary education ID: 5205228)(Plan: FreedomNightsBonus)
088227152----[Mr Farah Jailani](2014-12-15 11:02:22)(9/May/1988)(mqxhoh@gmail.com)(5 Toorak Court, Greensborough, VIC 3088)(Tertiary education ID: 7102159)(Plan: FreedomNightsBonus)
088227145----[Mr Fransiska Darjanto](2014-12-15 11:03:16)(12/Feb/1972)(vdywqr@live.com)(90 Westlake Drive, Melton West, VIC 3337)(Tertiary education ID: 7562906)(Plan: FreedomNightsBonus)
089194799----[Mr Gabriel Jakobson](2014-12-15 11:04:17)(3/Nov/1980)(r7qtsk@yeah.net)(5 Toorak Court, Greensborough, VIC 3088)(Tertiary education ID: 3635720)(Plan: FreedomNightsBonus)
088227129----[Mr George Edwards](2014-12-15 11:05:16)(27/Jan/1991)(pm6z4v@qq.com)(23 Fifth Avenue, Dandenong, VIC 3175)(Tertiary education ID: 3763803)(Plan: FreedomNightsBonus)
088227111----[Mr Girish Buskalowa](2014-12-15 11:06:12)(6/Jul/1973)(y30zw6@yahoo.com.au)(7 Ambrose Court, Berwick, VIC 3806)(Tertiary education ID: 1767303)(Plan: FreedomNightsBonus)
088762497----[Mr Gurkirat Singh](2014-12-15 11:07:24)(20/May/1970)(vig4bw@yahoo.com.au)(10 Breton Street, Warrnambool, VIC 3280)(Tertiary education ID: 2852912)(Plan: FreedomNightsBonus)
088762489----[Mr Helen Altus](2014-12-15 11:08:18)(11/Apr/1992)(y323du@gmail.com)(3 Saxon Court, Oakleigh, VIC 3166)(Tertiary education ID: 6456334)(Plan: FreedomNightsBonus)
088762471----[Mr Helen Cheung](2014-12-15 11:09:11)(11/Nov/1985)(a87nkz@126.com)(33 Orchard Crescent, Mont Albert North, VIC 3129)(Tertiary education ID: 1076224)(Plan: FreedomNightsBonus)
088762463----[Mr Holly Alexander](2014-12-15 11:10:01)(22/Oct/1993)(qpmb75@bigpond.com)(88 Robertson Street, Morwell, VIC 3840)(Tertiary education ID: 4763517)(Plan: FreedomNightsBonus)
089194807----[Mr Jake Smith](2014-12-15 11:10:59)(9/Aug/1995)(n1efuv@live.com)(16 Fenech Close, Mill Park, VIC 3082)(Tertiary education ID: 6006121)(Plan: FreedomNightsBonus)
088762455----[Mr Jason Smith](2014-12-15 11:11:57)(21/Apr/1994)(sef8jf@yahoo.com.au)(19 Salisbury Road, Ashwood, VIC 3147)(Tertiary education ID: 3788162)(Plan: FreedomNightsBonus)
089194781----[Mr Jenny Doherty](2014-12-15 11:13:10)(6/Oct/1973)(rprssp@yahoo.com.au)(26 Chantelle Parade, Tarneit, VIC 3029)(Tertiary education ID: 8067908)(Plan: FreedomNightsBonus)
088762448----[Mr Jeremy Gaylard](2014-12-15 11:14:03)(27/Aug/1982)(lke488@163.com)(9 Miller Street, Thornbury, VIC 3071)(Tertiary education ID: 7795611)(Plan: FreedomNightsBonus)
088762430----[Mr Jes Lange](2014-12-15 11:14:55)(26/Aug/1985)(x66tmh@live.com)(9B Aurisch Avenue, Glen Waverley, VIC 3150)(Tertiary education ID: 3035957)(Plan: FreedomNightsBonus)
089194765----[Mr Jim Marshall](2014-12-15 11:15:46)(8/Aug/1973)(uqyazb@163.com)(4 Morley Crescent, Highett, VIC 3190)(Tertiary education ID: 6163680)(Plan: FreedomNightsBonus)
089227474----[Mr Jodi Simms](2014-12-15 11:16:47)(11/Oct/1988)(of7dmw@live.com)(183 Maroondah Highway, Chirnside Park, VIC 3116)(Tertiary education ID: 8493840)(Plan: FreedomNightsBonus)
088762422----[Mr Jodie Hale](2014-12-15 11:17:38)(10/Aug/1975)(b8hykl@qq.com)(5 Sheila Court, Thomastown, VIC 3074)(Tertiary education ID: 1272153)(Plan: FreedomNightsBonus)
089227508----[Mr John Hensher](2014-12-15 12:19:22)(26/Aug/1982)(iplj2w@126.com)(10 Breton Street, Warrnambool, VIC 3280)(Tertiary education ID: 1178587)(Plan: FreedomNightsBonus)
088227186----[Mr Johnathon Abbey](2014-12-15 11:20:18)(11/Jan/1970)(y0bz2i@126.com)(22 Seventh Avenue, Altona North, VIC 3025)(Tertiary education ID: 8524441)(Plan: FreedomNightsBonus)
088227178----[Mr Joshua Bucknall](2014-12-15 11:21:08)(1/Jun/1983)(sw8ekt@163.com)(15 Blue Wren Rise, Carrum Downs, VIC 3201)(Tertiary education ID: 4349080)(Plan: FreedomNightsBonus)
088227301----[Mr Julie Valentine](2014-12-15 11:21:59)(17/Jul/1985)(ditnnl@163.com)(104 Shaftsbury Street, Coburg, VIC 3058)(Tertiary education ID: 5752203)(Plan: FreedomNightsBonus)
088227137----[Mr Karen Marten](2014-12-15 11:23:00)(16/Feb/1987)(uo6dcn@126.com)(4 Sinns Avenue, Werribee, VIC 3030)(Tertiary education ID: 6281245)(Plan: FreedomNightsBonus)
088227210----[Mr Karen Van Leeuwen](2014-12-15 11:23:54)(27/Aug/1982)(b5optw@163.com)(36 Northern Avenue, Newborough, VIC 3825)(Tertiary education ID: 2754454)(Plan: FreedomNightsBonus)
089194831----[Mr Karli Latimore](2014-12-15 11:24:57)(10/Jun/1992)(t5ypkg@yeah.net)(13 School Road, Ferny Creek, VIC 3786)(Tertiary education ID: 7996164)(Plan: FreedomNightsBonus)
088227368----[Mr Kate Bartlett](2014-12-15 11:25:49)(24/Apr/1993)(f3l7zk@qq.com)(128 Easey Street, Collingwood, VIC 3066)(Tertiary education ID: 4370444)(Plan: FreedomNightsBonus)
088227053----[Mr Katrina Freer](2014-12-15 11:26:41)(27/May/1988)(nwters@gmail.com)(71 McNamara Street, Macleod, VIC 3085)(Tertiary education ID: 642678)(Plan: FreedomNightsBonus)
088227046----[Mr Keira Jahnke](2014-12-15 11:27:54)(26/Sep/1992)(ko6zk2@163.com)(7 Ambrose Court, Berwick, VIC 3806)(Tertiary education ID: 4503990)(Plan: FreedomNightsBonus)
089194823----[Mr Kerri Kingston](2014-12-15 11:28:49)(11/Oct/1986)(jz2qer@yahoo.com.au)(8 Conrad Terrace, Taylors Hill, VIC 3037)(Tertiary education ID: 79755)(Plan: FreedomNightsBonus)
088227038----[Mr Kerrie Shingles](2014-12-15 11:29:44)(22/Nov/1994)(epoh3n@qq.com)(491 Springhill Road, Spring Hill, VIC 3444)(Tertiary education ID: 3895319)(Plan: FreedomNightsBonus)
089194674----[Mr Kim Platt](2014-12-15 11:30:51)(1/Apr/1990)(kmjkcb@gmail.com)(98 Blackburn Road, Blackburn, VIC 3130)(Tertiary education ID: 4938279)(Plan: FreedomNightsBonus)
088762414----[Mr Kirsty Simeone](2014-12-15 11:31:44)(27/Feb/1986)(avv25w@yahoo.com.au)(305 Barker Street, Castlemaine, VIC 3450)(Tertiary education ID: 1179607)(Plan: FreedomNightsBonus)
088762406----[Mr Kylie Briggs](2014-12-15 11:32:48)(19/Jun/1981)(ajln3t@bigpond.com)(10 Simmons Street, Box Hill North, VIC 3129)(Tertiary education ID: 6147503)(Plan: FreedomNightsBonus)
088762505----[Mr Leanne Madden](2014-12-15 11:33:39)(4/Oct/1971)(tljned@yeah.net)(1 Arwon Court, New Gisborne, VIC 3438)(Tertiary education ID: 149898)(Plan: FreedomNightsBonus)
088762398----[Mr Leisa Evans](2014-12-15 11:34:32)(16/Jul/1974)(q4y1z1@qq.com)(22 Seventh Avenue, Altona North, VIC 3025)(Tertiary education ID: 6630616)(Plan: FreedomNightsBonus)
088762380----[Mr Leonie Alger](2014-12-15 11:35:28)(27/Feb/1987)(w26ngh@yeah.net)(23 Cirai Crescent, Cranbourne West, VIC 3977)(Tertiary education ID: 2941947)(Plan: FreedomNightsBonus)
088762372----[Mr Lisa Hall](2014-12-15 11:36:49)(2/Apr/1988)(ewcue4@hotmail.com)(87 McMahons Road, Frankston, VIC 3199)(Tertiary education ID: 7526001)(Plan: FreedomNightsBonus)
088762364----[Mr Long Ccie](2014-12-15 11:37:47)(4/Sep/1995)(m0c08c@gmail.com)(3A Thornton Crescent, Mitcham, VIC 3132)(Tertiary education ID: 6631729)(Plan: FreedomNightsBonus)
089194633----[Mr Long Le](2014-12-15 11:38:49)(9/Nov/1976)(hxeqni@163.com)(31 Hillview Drive, Kilsyth, VIC 3137)(Tertiary education ID: 2838450)(Plan: FreedomNightsBonus)
088762356----[Mr Lorelie Mcdermott](2014-12-15 11:39:44)(11/May/1977)(ux4a4h@hotmail.com)(20 Woornack Road, Carnegie, VIC 3163)(Tertiary education ID: 8049984)(Plan: FreedomNightsBonus)
088762349----[Mr Louis Rooney](2014-12-15 11:40:38)(16/Sep/1970)(ypncdz@bigpond.com)(63 Myers Road, Bittern, VIC 3918)(Tertiary education ID: 4411789)(Plan: FreedomNightsBonus)
088762331----[Mr Luke Remedios](2014-12-15 11:41:31)(23/Oct/1974)(qk43bk@126.com)(22 Seventh Avenue, Altona North, VIC 3025)(Tertiary education ID: 2305547)(Plan: FreedomNightsBonus)
088762323----[Mr Marcus Jennison](2014-12-15 12:20:21)(5/Oct/1987)(j5qwgs@bigpond.com)(626 Victoria Street, North Melbourne, VIC 3051)(Tertiary education ID: 5835646)(Plan: FreedomNightsBonus)
088762315----[Mr Margarita Bozanic](2014-12-15 11:43:09)(17/Sep/1993)(wyaoti@gmail.com)(87 McMahons Road, Frankston, VIC 3199)(Tertiary education ID: 918681)(Plan: FreedomNightsBonus)
088762307----[Mr Margot Pazsa](2014-12-15 11:44:05)(20/May/1993)(mgh5h6@163.com)(7 Ambrose Court, Berwick, VIC 3806)(Tertiary education ID: 4329820)(Plan: FreedomNightsBonus)
088762299----[Mr Marilyn Fisher](2014-12-15 11:44:54)(18/Oct/1971)(ez7b75@hotmail.com)(15 Midnight Rise, Cranbourne East, VIC 3977)(Tertiary education ID: 6711713)(Plan: FreedomNightsBonus)
089227128----[Mr Mary Perry](2014-12-15 11:45:55)(20/Oct/1988)(qr28qr@yahoo.com.au)(7 Ambrose Court, Berwick, VIC 3806)(Tertiary education ID: 3454806)(Plan: FreedomNightsBonus)
